sezon,mecz,data,wynik,status,runda,druzyna_domowa,druzyna_goscinna,bramki_domowe,bramki_goscinne
LIQUI MOLY HBL 2021/22,HC Erlangen vs SG Flensburg-Handewitt,2022-02-20 13:00,26:30,Final,Round: 21,HC Erlangen,SG Flensburg-Handewitt,26,30
LIQUI MOLY HBL 2021/22,SC Magdeburg vs FRISCH AUF! Göppingen,2022-02-17 18:05,37:26,Final,Round: 21,SC Magdeburg,FRISCH AUF! Göppingen,37,26
LIQUI MOLY HBL 2021/22,GWD Minden vs MT Melsungen,2022-02-17 18:05,22:26,Final,Round: 21,GWD Minden,MT Melsungen,22,26
LIQUI MOLY HBL 2021/22,Bergischer HC vs THW Kiel,2022-02-13 15:00,24:26,Final,Round: 20,Bergischer HC,THW Kiel,24,26
LIQUI MOLY HBL 2021/22,FRISCH AUF! Göppingen vs HSG Wetzlar,2022-02-13 15:00,33:26,Final,Round: 20,FRISCH AUF! Göppingen,HSG Wetzlar,33,26
LIQUI MOLY HBL 2021/22,GWD Minden vs SC DHfK Leipzig,2022-02-13 15:00,23:23,Final,Round: 20,GWD Minden,SC DHfK Leipzig,23,23
LIQUI MOLY HBL 2021/22,Handball Sport Verein Hamburg vs Füchse Berlin,2022-02-13 13:00,27:30,Final,Round: 20,Handball Sport Verein Hamburg,Füchse Berlin,27,30
LIQUI MOLY HBL 2021/22,Rhein-Neckar Löwen vs HC Erlangen,2022-02-12 19:30,26:26,Final,Round: 20,Rhein-Neckar Löwen,HC Erlangen,26,26
LIQUI MOLY HBL 2021/22,TuS N-Lübbecke vs SC Magdeburg,2022-02-12 19:30,20:30,Final,Round: 20,TuS N-Lübbecke,SC Magdeburg,20,30
LIQUI MOLY HBL 2021/22,SG Flensburg-Handewitt vs TSV Hannover-Burgdorf,2022-02-12 17:30,30:20,Final,Round: 20,SG Flensburg-Handewitt,TSV Hannover-Burgdorf,30,20
LIQUI MOLY HBL 2021/22,MT Melsungen vs HBW Balingen-Weilstetten,2022-02-12 17:30,28:21,Final,Round: 20,MT Melsungen,HBW Balingen-Weilstetten,28,21
LIQUI MOLY HBL 2021/22,Füchse Berlin vs Rhein-Neckar Löwen,2022-02-10 18:05,23:20,Final,Round: 19,Füchse Berlin,Rhein-Neckar Löwen,23,20
LIQUI MOLY HBL 2021/22,HSG Wetzlar vs SG Flensburg-Handewitt,2022-02-10 18:05,29:29,Final,Round: 19,HSG Wetzlar,SG Flensburg-Handewitt,29,29
LIQUI MOLY HBL 2021/22,TBV Lemgo Lippe vs TuS N-Lübbecke,2022-02-10 18:05,27:22,Final,Round: 19,TBV Lemgo Lippe,TuS N-Lübbecke,27,22
LIQUI MOLY HBL 2021/22,TVB Stuttgart vs THW Kiel,2022-02-10 18:05,29:42,Final,Round: 19,TVB Stuttgart,THW Kiel,29,42
LIQUI MOLY HBL 2021/22,SC Magdeburg vs GWD Minden,2022-02-09 17:30,28:19,Final,Round: 19,SC Magdeburg,GWD Minden,28,19
LIQUI MOLY HBL 2021/22,Bergischer HC vs FRISCH AUF! Göppingen,2022-02-09 17:30,33:27,Final,Round: 19,Bergischer HC,FRISCH AUF! Göppingen,33,27
LIQUI MOLY HBL 2021/22,HBW Balingen-Weilstetten vs SC DHfK Leipzig,2022-02-09 17:30,25:29,Final,Round: 19,HBW Balingen-Weilstetten,SC DHfK Leipzig,25,29
LIQUI MOLY HBL 2021/22,SC DHfK Leipzig vs HC Erlangen,2021-12-28 17:30,24:16,Final,Round: 18,SC DHfK Leipzig,HC Erlangen,24,16
LIQUI MOLY HBL 2021/22,Rhein-Neckar Löwen vs TSV Hannover-Burgdorf,2021-12-27 18:05,25:31,Final,Round: 18,Rhein-Neckar Löwen,TSV Hannover-Burgdorf,25,31
LIQUI MOLY HBL 2021/22,Füchse Berlin vs MT Melsungen,2021-12-27 18:05,28:29,Final,Round: 18,Füchse Berlin,MT Melsungen,28,29
LIQUI MOLY HBL 2021/22,TuS N-Lübbecke vs HSG Wetzlar,2021-12-27 18:05,25:28,Final,Round: 18,TuS N-Lübbecke,HSG Wetzlar,25,28
LIQUI MOLY HBL 2021/22,Handball Sport Verein Hamburg vs Bergischer HC,2021-12-27 18:05,26:27,Final,Round: 18,Handball Sport Verein Hamburg,Bergischer HC,26,27
LIQUI MOLY HBL 2021/22,THW Kiel vs TBV Lemgo Lippe,2021-12-26 19:00,32:19,Final,Round: 18,THW Kiel,TBV Lemgo Lippe,32,19
LIQUI MOLY HBL 2021/22,GWD Minden vs HBW Balingen-Weilstetten,2021-12-26 17:00,23:23,Final,Round: 18,GWD Minden,HBW Balingen-Weilstetten,23,23
LIQUI MOLY HBL 2021/22,FRISCH AUF! Göppingen vs TVB Stuttgart,2021-12-26 15:00,34:32,Final,Round: 18,FRISCH AUF! Göppingen,TVB Stuttgart,34,32
LIQUI MOLY HBL 2021/22,SG Flensburg-Handewitt vs SC Magdeburg,2021-12-26 13:00,30:27,Final,Round: 18,SG Flensburg-Handewitt,SC Magdeburg,30,27
LIQUI MOLY HBL 2021/22,SC Magdeburg vs Handball Sport Verein Hamburg,2021-12-23 18:05,34:26,Final,Round: 17,SC Magdeburg,Handball Sport Verein Hamburg,34,26
LIQUI MOLY HBL 2021/22,Füchse Berlin vs HBW Balingen-Weilstetten,2021-12-23 18:05,26:26,Final,Round: 17,Füchse Berlin,HBW Balingen-Weilstetten,26,26
LIQUI MOLY HBL 2021/22,TBV Lemgo Lippe vs Bergischer HC,2021-12-23 18:05,27:27,Final,Round: 17,TBV Lemgo Lippe,Bergischer HC,27,27
LIQUI MOLY HBL 2021/22,TuS N-Lübbecke vs SC DHfK Leipzig,2021-12-23 18:05,23:28,Final,Round: 17,TuS N-Lübbecke,SC DHfK Leipzig,23,28
LIQUI MOLY HBL 2021/22,THW Kiel vs TVB Stuttgart,2021-12-22 18:05,35:31,Final,Round: 17,THW Kiel,TVB Stuttgart,35,31
LIQUI MOLY HBL 2021/22,SG Flensburg-Handewitt vs MT Melsungen,2021-12-22 18:05,27:24,Final,Round: 17,SG Flensburg-Handewitt,MT Melsungen,27,24
LIQUI MOLY HBL 2021/22,TSV Hannover-Burgdorf vs FRISCH AUF! Göppingen,2021-12-22 18:05,32:34,Final,Round: 17,TSV Hannover-Burgdorf,FRISCH AUF! Göppingen,32,34
LIQUI MOLY HBL 2021/22,HC Erlangen vs Rhein-Neckar Löwen,2021-12-22 18:05,36:26,Final,Round: 17,HC Erlangen,Rhein-Neckar Löwen,36,26
LIQUI MOLY HBL 2021/22,GWD Minden vs HSG Wetzlar,2021-12-22 18:05,23:24,Final,Round: 17,GWD Minden,HSG Wetzlar,23,24
LIQUI MOLY HBL 2021/22,MT Melsungen vs HC Erlangen,2021-12-19 15:00,30:28,Final,Round: 16,MT Melsungen,HC Erlangen,30,28
LIQUI MOLY HBL 2021/22,SC DHfK Leipzig vs GWD Minden,2021-12-19 15:00,25:26,Final,Round: 16,SC DHfK Leipzig,GWD Minden,25,26
LIQUI MOLY HBL 2021/22,HSG Wetzlar vs THW Kiel,2021-12-19 15:00,29:27,Final,Round: 16,HSG Wetzlar,THW Kiel,29,27
LIQUI MOLY HBL 2021/22,HBW Balingen-Weilstetten vs SG Flensburg-Handewitt,2021-12-19 15:00,23:23,Final,Round: 16,HBW Balingen-Weilstetten,SG Flensburg-Handewitt,23,23
LIQUI MOLY HBL 2021/22,FRISCH AUF! Göppingen vs Füchse Berlin,2021-12-19 13:00,24:31,Final,Round: 16,FRISCH AUF! Göppingen,Füchse Berlin,24,31
LIQUI MOLY HBL 2021/22,Bergischer HC vs SC Magdeburg,2021-12-18 19:30,24:27,Final,Round: 16,Bergischer HC,SC Magdeburg,24,27
LIQUI MOLY HBL 2021/22,Handball Sport Verein Hamburg vs TSV Hannover-Burgdorf,2021-12-18 19:30,25:23,Final,Round: 16,Handball Sport Verein Hamburg,TSV Hannover-Burgdorf,25,23
LIQUI MOLY HBL 2021/22,Rhein-Neckar Löwen vs TuS N-Lübbecke,2021-12-18 17:30,35:25,Final,Round: 16,Rhein-Neckar Löwen,TuS N-Lübbecke,35,25
LIQUI MOLY HBL 2021/22,TVB Stuttgart vs TBV Lemgo Lippe,2021-12-18 17:30,37:40,Final,Round: 16,TVB Stuttgart,TBV Lemgo Lippe,37,40
LIQUI MOLY HBL 2021/22,SG Flensburg-Handewitt vs TBV Lemgo Lippe,2021-12-16 17:30,27:19,Final,Round: 4,SG Flensburg-Handewitt,TBV Lemgo Lippe,27,19
LIQUI MOLY HBL 2021/22,TVB Stuttgart vs TSV Hannover-Burgdorf,2021-12-12 15:00,22:34,Final,Round: 2,TVB Stuttgart,TSV Hannover-Burgdorf,22,34
LIQUI MOLY HBL 2021/22,SG Flensburg-Handewitt vs SC DHfK Leipzig,2021-12-12 15:00,31:21,Final,Round: 15,SG Flensburg-Handewitt,SC DHfK Leipzig,31,21
LIQUI MOLY HBL 2021/22,Füchse Berlin vs Handball Sport Verein Hamburg,2021-12-12 15:00,34:30,Final,Round: 15,Füchse Berlin,Handball Sport Verein Hamburg,34,30
LIQUI MOLY HBL 2021/22,TBV Lemgo Lippe vs FRISCH AUF! Göppingen,2021-12-12 15:00,34:26,Final,Round: 15,TBV Lemgo Lippe,FRISCH AUF! Göppingen,34,26
LIQUI MOLY HBL 2021/22,THW Kiel vs Rhein-Neckar Löwen,2021-12-12 13:00,32:29,Final,Round: 15,THW Kiel,Rhein-Neckar Löwen,32,29
LIQUI MOLY HBL 2021/22,TSV Hannover-Burgdorf vs SC Magdeburg,2021-12-09 18:05,27:31,Final,Round: 15,TSV Hannover-Burgdorf,SC Magdeburg,27,31
LIQUI MOLY HBL 2021/22,GWD Minden vs Bergischer HC,2021-12-09 18:05,25:21,Final,Round: 15,GWD Minden,Bergischer HC,25,21
LIQUI MOLY HBL 2021/22,HBW Balingen-Weilstetten vs MT Melsungen,2021-12-09 18:05,25:34,Final,Round: 15,HBW Balingen-Weilstetten,MT Melsungen,25,34
LIQUI MOLY HBL 2021/22,TuS N-Lübbecke vs TVB Stuttgart,2021-12-09 18:05,27:23,Final,Round: 15,TuS N-Lübbecke,TVB Stuttgart,27,23
LIQUI MOLY HBL 2021/22,SC Magdeburg vs TBV Lemgo Lippe,2021-12-05 15:00,29:25,Final,Round: 14,SC Magdeburg,TBV Lemgo Lippe,29,25
LIQUI MOLY HBL 2021/22,TSV Hannover-Burgdorf vs TuS N-Lübbecke,2021-12-05 15:00,22:21,Final,Round: 14,TSV Hannover-Burgdorf,TuS N-Lübbecke,22,21
LIQUI MOLY HBL 2021/22,HSG Wetzlar vs MT Melsungen,2021-12-05 15:00,31:28,Final,Round: 14,HSG Wetzlar,MT Melsungen,31,28
LIQUI MOLY HBL 2021/22,FRISCH AUF! Göppingen vs HC Erlangen,2021-12-05 15:00,34:25,Final,Round: 14,FRISCH AUF! Göppingen,HC Erlangen,34,25
LIQUI MOLY HBL 2021/22,Handball Sport Verein Hamburg vs THW Kiel,2021-12-05 12:40,23:32,Final,Round: 14,Handball Sport Verein Hamburg,THW Kiel,23,32
LIQUI MOLY HBL 2021/22,Bergischer HC vs SG Flensburg-Handewitt,2021-12-04 17:30,24:29,Final,Round: 14,Bergischer HC,SG Flensburg-Handewitt,24,29
LIQUI MOLY HBL 2021/22,SC DHfK Leipzig vs HBW Balingen-Weilstetten,2021-12-02 18:05,31:24,Final,Round: 14,SC DHfK Leipzig,HBW Balingen-Weilstetten,31,24
LIQUI MOLY HBL 2021/22,TVB Stuttgart vs GWD Minden,2021-12-02 18:05,35:31,Final,Round: 14,TVB Stuttgart,GWD Minden,35,31
LIQUI MOLY HBL 2021/22,HC Erlangen vs HSG Wetzlar,2021-12-02 18:05,24:27,Final,Round: 15,HC Erlangen,HSG Wetzlar,24,27
LIQUI MOLY HBL 2021/22,Handball Sport Verein Hamburg vs MT Melsungen,2021-11-28 17:05,26:25,Final,Round: 9,Handball Sport Verein Hamburg,MT Melsungen,26,25
LIQUI MOLY HBL 2021/22,THW Kiel vs SC DHfK Leipzig,2021-11-28 15:00,32:28,Final,Round: 13,THW Kiel,SC DHfK Leipzig,32,28
LIQUI MOLY HBL 2021/22,SG Flensburg-Handewitt vs HSG Wetzlar,2021-11-28 15:00,27:25,Final,Round: 13,SG Flensburg-Handewitt,HSG Wetzlar,27,25
LIQUI MOLY HBL 2021/22,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,2021-11-28 15:00,31:33,Final,Round: 13,TBV Lemgo Lippe,TSV Hannover-Burgdorf,31,33
LIQUI MOLY HBL 2021/22,GWD Minden vs SC Magdeburg,2021-11-28 15:00,26:31,Final,Round: 13,GWD Minden,SC Magdeburg,26,31
LIQUI MOLY HBL 2021/22,Füchse Berlin vs Bergischer HC,2021-11-28 13:00,32:17,Final,Round: 13,Füchse Berlin,Bergischer HC,32,17
LIQUI MOLY HBL 2021/22,MT Melsungen vs Rhein-Neckar Löwen,2021-11-25 18:05,25:24,Final,Round: 13,MT Melsungen,Rhein-Neckar Löwen,25,24
LIQUI MOLY HBL 2021/22,HC Erlangen vs TVB Stuttgart,2021-11-25 18:05,27:32,Final,Round: 13,HC Erlangen,TVB Stuttgart,27,32
LIQUI MOLY HBL 2021/22,HBW Balingen-Weilstetten vs FRISCH AUF! Göppingen,2021-11-25 18:05,26:30,Final,Round: 13,HBW Balingen-Weilstetten,FRISCH AUF! Göppingen,26,30
LIQUI MOLY HBL 2021/22,TuS N-Lübbecke vs Handball Sport Verein Hamburg,2021-11-25 18:05,29:27,Final,Round: 13,TuS N-Lübbecke,Handball Sport Verein Hamburg,29,27
LIQUI MOLY HBL 2021/22,Rhein-Neckar Löwen vs SC DHfK Leipzig,2021-11-23 18:00,28:28,Final,Round: 7,Rhein-Neckar Löwen,SC DHfK Leipzig,28,28
LIQUI MOLY HBL 2021/22,Bergischer HC vs HSG Wetzlar,2021-11-23 17:30,17:27,Final,Round: 7,Bergischer HC,HSG Wetzlar,17,27
LIQUI MOLY HBL 2021/22,SC DHfK Leipzig vs MT Melsungen,2021-11-21 15:00,22:26,Final,Round: 12,SC DHfK Leipzig,MT Melsungen,22,26
LIQUI MOLY HBL 2021/22,FRISCH AUF! Göppingen vs THW Kiel,2021-11-21 15:00,26:38,Final,Round: 12,FRISCH AUF! Göppingen,THW Kiel,26,38
LIQUI MOLY HBL 2021/22,TVB Stuttgart vs Füchse Berlin,2021-11-21 13:00,32:32,Final,Round: 12,TVB Stuttgart,Füchse Berlin,32,32
LIQUI MOLY HBL 2021/22,Handball Sport Verein Hamburg vs TBV Lemgo Lippe,2021-11-20 17:30,28:28,Final,Round: 12,Handball Sport Verein Hamburg,TBV Lemgo Lippe,28,28
LIQUI MOLY HBL 2021/22,Rhein-Neckar Löwen vs GWD Minden,2021-11-18 18:05,31:27,Final,Round: 12,Rhein-Neckar Löwen,GWD Minden,31,27
LIQUI MOLY HBL 2021/22,HSG Wetzlar vs HBW Balingen-Weilstetten,2021-11-18 18:05,33:21,Final,Round: 12,HSG Wetzlar,HBW Balingen-Weilstetten,33,21
LIQUI MOLY HBL 2021/22,Bergischer HC vs HC Erlangen,2021-11-18 18:05,25:25,Final,Round: 12,Bergischer HC,HC Erlangen,25,25
LIQUI MOLY HBL 2021/22,SC DHfK Leipzig vs HSG Wetzlar,2021-11-14 15:00,30:26,Final,Round: 11,SC DHfK Leipzig,HSG Wetzlar,30,26
LIQUI MOLY HBL 2021/22,HC Erlangen vs Handball Sport Verein Hamburg,2021-11-14 15:00,23:22,Final,Round: 11,HC Erlangen,Handball Sport Verein Hamburg,23,22
LIQUI MOLY HBL 2021/22,HBW Balingen-Weilstetten vs Bergischer HC,2021-11-14 15:00,30:28,Final,Round: 11,HBW Balingen-Weilstetten,Bergischer HC,30,28
LIQUI MOLY HBL 2021/22,THW Kiel vs TSV Hannover-Burgdorf,2021-11-14 13:00,31:24,Final,Round: 11,THW Kiel,TSV Hannover-Burgdorf,31,24
LIQUI MOLY HBL 2021/22,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,2021-11-13 17:05,31:26,Final,Round: 11,SG Flensburg-Handewitt,Rhein-Neckar Löwen,31,26
LIQUI MOLY HBL 2021/22,Füchse Berlin vs SC Magdeburg,2021-11-13 17:05,29:33,Final,Round: 11,Füchse Berlin,SC Magdeburg,29,33
LIQUI MOLY HBL 2021/22,MT Melsungen vs TVB Stuttgart,2021-11-13 14:30,29:23,Final,Round: 11,MT Melsungen,TVB Stuttgart,29,23
LIQUI MOLY HBL 2021/22,GWD Minden vs FRISCH AUF! Göppingen,2021-11-13 14:30,30:33,Final,Round: 11,GWD Minden,FRISCH AUF! Göppingen,30,33
LIQUI MOLY HBL 2021/22,TuS N-Lübbecke vs TBV Lemgo Lippe,2021-11-13 14:30,26:28,Final,Round: 11,TuS N-Lübbecke,TBV Lemgo Lippe,26,28
LIQUI MOLY HBL 2021/22,SC DHfK Leipzig vs TSV Hannover-Burgdorf,2021-11-11 18:05,32:25,Final,Round: 10,SC DHfK Leipzig,TSV Hannover-Burgdorf,32,25
LIQUI MOLY HBL 2021/22,THW Kiel vs Bergischer HC,2021-11-11 18:05,24:23,Final,Round: 10,THW Kiel,Bergischer HC,24,23
LIQUI MOLY HBL 2021/22,HBW Balingen-Weilstetten vs HC Erlangen,2021-11-11 18:05,23:25,Final,Round: 10,HBW Balingen-Weilstetten,HC Erlangen,23,25
LIQUI MOLY HBL 2021/22,SG Flensburg-Handewitt vs Füchse Berlin,2021-11-10 18:05,28:23,Final,Round: 10,SG Flensburg-Handewitt,Füchse Berlin,28,23
LIQUI MOLY HBL 2021/22,Rhein-Neckar Löwen vs TBV Lemgo Lippe,2021-11-10 18:05,30:33,Final,Round: 10,Rhein-Neckar Löwen,TBV Lemgo Lippe,30,33
LIQUI MOLY HBL 2021/22,MT Melsungen vs GWD Minden,2021-11-10 18:05,25:29,Final,Round: 10,MT Melsungen,GWD Minden,25,29
LIQUI MOLY HBL 2021/22,HSG Wetzlar vs TuS N-Lübbecke,2021-11-10 18:05,29:25,Final,Round: 10,HSG Wetzlar,TuS N-Lübbecke,29,25
LIQUI MOLY HBL 2021/22,FRISCH AUF! Göppingen vs SC Magdeburg,2021-11-10 18:05,24:25,Final,Round: 10,FRISCH AUF! Göppingen,SC Magdeburg,24,25
LIQUI MOLY HBL 2021/22,SC Magdeburg vs HC Erlangen,2021-10-31 15:00,28:27,Final,Round: 9,SC Magdeburg,HC Erlangen,28,27
LIQUI MOLY HBL 2021/22,TBV Lemgo Lippe vs Füchse Berlin,2021-10-31 15:00,27:28,Final,Round: 9,TBV Lemgo Lippe,Füchse Berlin,27,28
LIQUI MOLY HBL 2021/22,HSG Wetzlar vs TVB Stuttgart,2021-10-31 15:00,35:34,Final,Round: 9,HSG Wetzlar,TVB Stuttgart,35,34
LIQUI MOLY HBL 2021/22,FRISCH AUF! Göppingen vs SG Flensburg-Handewitt,2021-10-31 13:00,30:30,Final,Round: 9,FRISCH AUF! Göppingen,SG Flensburg-Handewitt,30,30
LIQUI MOLY HBL 2021/22,TuS N-Lübbecke vs THW Kiel,2021-10-30 18:30,29:25,Final,Round: 9,TuS N-Lübbecke,THW Kiel,29,25
LIQUI MOLY HBL 2021/22,Bergischer HC vs SC DHfK Leipzig,2021-10-30 16:30,30:20,Final,Round: 9,Bergischer HC,SC DHfK Leipzig,30,20
LIQUI MOLY HBL 2021/22,TSV Hannover-Burgdorf vs GWD Minden,2021-10-28 17:05,30:29,Final,Round: 9,TSV Hannover-Burgdorf,GWD Minden,30,29
LIQUI MOLY HBL 2021/22,Rhein-Neckar Löwen vs HBW Balingen-Weilstetten,2021-10-28 17:05,34:23,Final,Round: 9,Rhein-Neckar Löwen,HBW Balingen-Weilstetten,34,23
LIQUI MOLY HBL 2021/22,SG Flensburg-Handewitt vs TVB Stuttgart,2021-10-24 14:00,30:29,Final,Round: 8,SG Flensburg-Handewitt,TVB Stuttgart,30,29
LIQUI MOLY HBL 2021/22,Füchse Berlin vs TuS N-Lübbecke,2021-10-24 14:00,30:22,Final,Round: 8,Füchse Berlin,TuS N-Lübbecke,30,22
LIQUI MOLY HBL 2021/22,HSG Wetzlar vs Rhein-Neckar Löwen,2021-10-24 14:00,29:30,Final,Round: 8,HSG Wetzlar,Rhein-Neckar Löwen,29,30
LIQUI MOLY HBL 2021/22,GWD Minden vs TBV Lemgo Lippe,2021-10-24 14:00,29:32,Final,Round: 8,GWD Minden,TBV Lemgo Lippe,29,32
LIQUI MOLY HBL 2021/22,THW Kiel vs SC Magdeburg,2021-10-24 12:00,27:29,Final,Round: 8,THW Kiel,SC Magdeburg,27,29
LIQUI MOLY HBL 2021/22,MT Melsungen vs Bergischer HC,2021-10-21 17:05,26:24,Final,Round: 8,MT Melsungen,Bergischer HC,26,24
LIQUI MOLY HBL 2021/22,SC DHfK Leipzig vs FRISCH AUF! Göppingen,2021-10-21 17:05,29:20,Final,Round: 8,SC DHfK Leipzig,FRISCH AUF! Göppingen,29,20
LIQUI MOLY HBL 2021/22,HC Erlangen vs TSV Hannover-Burgdorf,2021-10-21 17:05,31:35,Final,Round: 8,HC Erlangen,TSV Hannover-Burgdorf,31,35
LIQUI MOLY HBL 2021/22,HBW Balingen-Weilstetten vs Handball Sport Verein Hamburg,2021-10-21 17:05,23:28,Final,Round: 8,HBW Balingen-Weilstetten,Handball Sport Verein Hamburg,23,28
LIQUI MOLY HBL 2021/22,TBV Lemgo Lippe vs THW Kiel,2021-10-17 14:00,21:21,Final,Round: 7,TBV Lemgo Lippe,THW Kiel,21,21
LIQUI MOLY HBL 2021/22,TVB Stuttgart vs HBW Balingen-Weilstetten,2021-10-17 14:00,27:26,Final,Round: 7,TVB Stuttgart,HBW Balingen-Weilstetten,27,26
LIQUI MOLY HBL 2021/22,Handball Sport Verein Hamburg vs GWD Minden,2021-10-17 14:00,31:27,Final,Round: 7,Handball Sport Verein Hamburg,GWD Minden,31,27
LIQUI MOLY HBL 2021/22,SC Magdeburg vs SG Flensburg-Handewitt,2021-10-17 12:00,33:28,Final,Round: 7,SC Magdeburg,SG Flensburg-Handewitt,33,28
LIQUI MOLY HBL 2021/22,TSV Hannover-Burgdorf vs Füchse Berlin,2021-10-14 17:05,22:25,Final,Round: 7,TSV Hannover-Burgdorf,Füchse Berlin,22,25
LIQUI MOLY HBL 2021/22,FRISCH AUF! Göppingen vs MT Melsungen,2021-10-14 17:05,26:26,Final,Round: 7,FRISCH AUF! Göppingen,MT Melsungen,26,26
LIQUI MOLY HBL 2021/22,TuS N-Lübbecke vs HC Erlangen,2021-10-14 17:05,20:21,Final,Round: 7,TuS N-Lübbecke,HC Erlangen,20,21
LIQUI MOLY HBL 2021/22,Handball Sport Verein Hamburg vs SG Flensburg-Handewitt,2021-10-10 14:00,27:33,Final,Round: 6,Handball Sport Verein Hamburg,SG Flensburg-Handewitt,27,33
LIQUI MOLY HBL 2021/22,SC DHfK Leipzig vs TVB Stuttgart,2021-10-10 14:00,33:24,Final,Round: 6,SC DHfK Leipzig,TVB Stuttgart,33,24
LIQUI MOLY HBL 2021/22,Bergischer HC vs Rhein-Neckar Löwen,2021-10-10 14:00,25:25,Final,Round: 6,Bergischer HC,Rhein-Neckar Löwen,25,25
LIQUI MOLY HBL 2021/22,Füchse Berlin vs THW Kiel,2021-10-10 12:00,28:28,Final,Round: 6,Füchse Berlin,THW Kiel,28,28
LIQUI MOLY HBL 2021/22,HC Erlangen vs TBV Lemgo Lippe,2021-10-09 18:30,24:28,Final,Round: 6,HC Erlangen,TBV Lemgo Lippe,24,28
LIQUI MOLY HBL 2021/22,GWD Minden vs TuS N-Lübbecke,2021-10-09 18:30,18:23,Final,Round: 6,GWD Minden,TuS N-Lübbecke,18,23
LIQUI MOLY HBL 2021/22,HSG Wetzlar vs FRISCH AUF! Göppingen,2021-10-09 16:30,28:28,Final,Round: 6,HSG Wetzlar,FRISCH AUF! Göppingen,28,28
LIQUI MOLY HBL 2021/22,HBW Balingen-Weilstetten vs TSV Hannover-Burgdorf,2021-10-09 16:30,28:26,Final,Round: 6,HBW Balingen-Weilstetten,TSV Hannover-Burgdorf,28,26
LIQUI MOLY HBL 2021/22,THW Kiel vs GWD Minden,2021-10-03 14:00,34:25,Final,Round: 5,THW Kiel,GWD Minden,34,25
LIQUI MOLY HBL 2021/22,Füchse Berlin vs HC Erlangen,2021-10-03 14:00,35:30,Final,Round: 5,Füchse Berlin,HC Erlangen,35,30
LIQUI MOLY HBL 2021/22,TVB Stuttgart vs Rhein-Neckar Löwen,2021-10-03 14:00,35:30,Final,Round: 5,TVB Stuttgart,Rhein-Neckar Löwen,35,30
LIQUI MOLY HBL 2021/22,TSV Hannover-Burgdorf vs MT Melsungen,2021-10-03 12:00,23:25,Final,Round: 5,TSV Hannover-Burgdorf,MT Melsungen,23,25
LIQUI MOLY HBL 2021/22,TuS N-Lübbecke vs SG Flensburg-Handewitt,2021-10-02 18:30,17:34,Final,Round: 5,TuS N-Lübbecke,SG Flensburg-Handewitt,17,34
LIQUI MOLY HBL 2021/22,TBV Lemgo Lippe vs HBW Balingen-Weilstetten,2021-09-30 17:05,38:28,Final,Round: 5,TBV Lemgo Lippe,HBW Balingen-Weilstetten,38,28
LIQUI MOLY HBL 2021/22,FRISCH AUF! Göppingen vs Bergischer HC,2021-09-30 17:05,27:24,Final,Round: 5,FRISCH AUF! Göppingen,Bergischer HC,27,24
LIQUI MOLY HBL 2021/22,Handball Sport Verein Hamburg vs HSG Wetzlar,2021-09-30 17:05,31:23,Final,Round: 5,Handball Sport Verein Hamburg,HSG Wetzlar,31,23
LIQUI MOLY HBL 2021/22,MT Melsungen vs SC Magdeburg,2021-09-30 17:05,24:27,Final,Round: 6,MT Melsungen,SC Magdeburg,24,27
LIQUI MOLY HBL 2021/22,Rhein-Neckar Löwen vs FRISCH AUF! Göppingen,2021-09-26 14:00,37:32,Final,Round: 4,Rhein-Neckar Löwen,FRISCH AUF! Göppingen,37,32
LIQUI MOLY HBL 2021/22,MT Melsungen vs TuS N-Lübbecke,2021-09-26 14:00,23:22,Final,Round: 4,MT Melsungen,TuS N-Lübbecke,23,22
LIQUI MOLY HBL 2021/22,HSG Wetzlar vs TSV Hannover-Burgdorf,2021-09-26 14:00,38:16,Final,Round: 4,HSG Wetzlar,TSV Hannover-Burgdorf,38,16
LIQUI MOLY HBL 2021/22,TVB Stuttgart vs Handball Sport Verein Hamburg,2021-09-26 14:00,26:34,Final,Round: 10,TVB Stuttgart,Handball Sport Verein Hamburg,26,34
LIQUI MOLY HBL 2021/22,SC Magdeburg vs SC DHfK Leipzig,2021-09-26 12:00,30:28,Final,Round: 5,SC Magdeburg,SC DHfK Leipzig,30,28
LIQUI MOLY HBL 2021/22,HC Erlangen vs THW Kiel,2021-09-25 18:30,20:30,Final,Round: 4,HC Erlangen,THW Kiel,20,30
LIQUI MOLY HBL 2021/22,SC DHfK Leipzig vs Handball Sport Verein Hamburg,2021-09-23 17:05,27:27,Final,Round: 4,SC DHfK Leipzig,Handball Sport Verein Hamburg,27,27
LIQUI MOLY HBL 2021/22,Bergischer HC vs TVB Stuttgart,2021-09-23 17:05,26:25,Final,Round: 4,Bergischer HC,TVB Stuttgart,26,25
LIQUI MOLY HBL 2021/22,GWD Minden vs Füchse Berlin,2021-09-23 17:05,25:31,Final,Round: 4,GWD Minden,Füchse Berlin,25,31
LIQUI MOLY HBL 2021/22,HBW Balingen-Weilstetten vs SC Magdeburg,2021-09-23 17:05,17:28,Final,Round: 4,HBW Balingen-Weilstetten,SC Magdeburg,17,28
LIQUI MOLY HBL 2021/22,TSV Hannover-Burgdorf vs Bergischer HC,2021-09-19 14:00,28:20,Final,Round: 3,TSV Hannover-Burgdorf,Bergischer HC,28,20
